listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price,combined,bert_vector
1284413,Audi Q5 2.0A TFSI Quattro S-tronic Sport S-Line,audi,q5,"1 owner, 5 years agent warranty till 2025/07! high specifications s-line model, facelift model with a sleeker interior/exterior and updated technology, flexible loan packages and trade in available, call us for a viewing appointment today!",2019.0,,13-jul-2020,suv,"parf car, premium ad car",auto,1795.0,185.0,,1984.0,1.0,22720.0,35889,1194.0,61850.0,61000.0,43839.0,53375.0,,,uncategorized,"2.0l turbocharged engine, 7 speed s-tronic producing 248bhp and 370nm torque, 0-100km/h in 6.3 seconds, quattro awd, keyless entry/start. view specs of the audi q5","audi virtual cockpit, navigation, audi smartphone interface w/ carplay & android auto, audi drive select, driver memory seat, power tailgate, s-line.",,164800.0,"title: Audi Q5 2.0A TFSI Quattro S-tronic Sport S-Line make: audi model: q5 features: 2.0l turbocharged engine, 7 speed s-tronic producing 248bhp and 370nm torque, 0-100km/h in 6.3 seconds, quattro awd, keyless entry/start. view specs of the audi q5 accessories: audi virtual cockpit, navigation, audi smartphone interface w/ carplay & android auto, audi drive select, driver memory seat, power tailgate, s-line.","[-0.22843815 -0.10551141  0.7456085  ... -0.6286101  -0.39048082
  0.11386821]"
1306276,Kia Cerato Forte 1.6A EX (COE till 11/2024),kia,cerato,"roadtax fully paid till end of coe. pristine condition, healthy engine and cold aircon with no repairs required. realiable daily driven car, fuel efficient and responsive.",2009.0,,25-nov-2009,mid-sized sedan,"coe car, direct owner sale",auto,1251.0,92.0,,1591.0,6.0,,16208,1107.0,1439.0,,11019.0,11019.0,,,uncategorized,"1.6l dohc 16 valves, auto transmission, 124bhp, keyless entry and ignition, abs, multi function steering control, auto headlight. view specs of the kia cerato","andriod player, iroad camera, reverse camera, rays ze40 sports rims, car alarm system, etc.",,5800.0,"title: Kia Cerato Forte 1.6A EX (COE till 11/2024) make: kia model: cerato features: 1.6l dohc 16 valves, auto transmission, 124bhp, keyless entry and ignition, abs, multi function steering control, auto headlight. view specs of the kia cerato accessories: andriod player, iroad camera, reverse camera, rays ze40 sports rims, car alarm system, etc.","[-0.32475537  0.0920326   0.79514116 ... -0.6069027  -0.68586147
  0.41830152]"
1227438,Toyota Harrier 2.4A G (COE till 09/2029),toyota,harrier,"accident free, new paint works, high trade in available, 100% loan inhouse and bank available, fast and easy loan approval! call us now for viewing!",2008.0,,23-sep-2009,suv,"coe car, low mileage car",auto,1600.0,118.0,,2362.0,5.0,11920.0,37941,2457.0,20010.0,130650.0,27778.0,27778.0,,,uncategorized,"powerful and responsive 2.4l, 4 cylinders inline dohc engine, 5 speed auto transmission, producing 221nm torque/158bhp, fog lights. view specs of the toyota harrier","leather seat, sport rims, knockdown rear seats, retractable side mirrors.",,62888.0,"title: Toyota Harrier 2.4A G (COE till 09/2029) make: toyota model: harrier features: powerful and responsive 2.4l, 4 cylinders inline dohc engine, 5 speed auto transmission, producing 221nm torque/158bhp, fog lights. view specs of the toyota harrier accessories: leather seat, sport rims, knockdown rear seats, retractable side mirrors.","[-0.29757965 -0.02953669  0.61340255 ... -0.43632028 -0.852126
  0.29710734]"
1305306,Isuzu FVR34,isuzu,fvr34,workshop check/sta evaluation can be arranged. viewing available in our showroom. bank and in house loan available. contact us today! viewing by appointment only. in superb condition. driver took very good care of the vehicle. view to believe!,2014.0,,11-dec-2014,truck,premium ad car,auto,7240.0,,diesel,7790.0,1.0,,49901,,2434.0,296566.0,52484.0,2625.0,,10-dec-2034,uncategorized,exhaust gas recirculation  mixes fresh air and exhaust gas into the cylinder. this lowers the maximum combustion temperature and reduces emission,electronically controlled common rail fuel injection system allows fuel to be injected with more accurate timing and enhances fuel efficiency.,,35000.0,title: Isuzu FVR34 make: isuzu model: fvr34 features: exhaust gas recirculation  mixes fresh air and exhaust gas into the cylinder. this lowers the maximum combustion temperature and reduces emission accessories: electronically controlled common rail fuel injection system allows fuel to be injected with more accurate timing and enhances fuel efficiency.,"[-0.35504228 -0.2677222   0.51102716 ... -0.31366968 -0.60867804
 -0.13745412]"
1283982,Honda Fit 1.3A G F-Package,,fit,1 owner unit! exceptional fuel economy. we welcome any workshop/sta inspection. high loan and trade in are welcome. our dealership is case accredited and is regulated to provide fair and optimum level of service. contact us for a viewing today!,2019.0,,18-apr-2022,hatchback,parf car,auto,1030.0,73.0,,1317.0,1.0,13160.0,71556,578.0,59877.0,30144.0,15689.0,5000.0,,,uncategorized,powerful 1.3l inline 4 cylinders engine 97bhp fuel efficient smooth cvt transmission. view specs of the honda fit,"iroad front & rear recording camera, reverse camera and sensors, auto retractable side mirror, keyless entry/start.",,105800.0,"title: Honda Fit 1.3A G F-Package make:  model: fit features: powerful 1.3l inline 4 cylinders engine 97bhp fuel efficient smooth cvt transmission. view specs of the honda fit accessories: iroad front & rear recording camera, reverse camera and sensors, auto retractable side mirror, keyless entry/start.","[-0.07477023  0.04301128  0.98911375 ... -0.57802105 -0.60412973
  0.16892785]"
1233861,Ssangyong Actyon Sports Diesel 2.0A (COE till 08/2031),ssangyong,actyon,90,2011.0,,12-aug-2011,truck,"coe car, low mileage car",auto,1800.0,,diesel,1998.0,3.0,9570.0,39522,,28293.0,106000.0,16282.0,16282.0,,11-aug-2031,uncategorized,"2.0l spacious and luxurious, sedan class cabin that is second to none in the same class, turbo diesel engine with 6 speed automatic transmissions. view specs of the ssangyong actyon sports","black leather seats, factory sports rims, side steps, rear deck cover, touch screen dvd, reverse camera/sensors, front bumper guard, fog lights.",,68500.0,"title: Ssangyong Actyon Sports Diesel 2.0A (COE till 08/2031) make: ssangyong model: actyon features: 2.0l spacious and luxurious, sedan class cabin that is second to none in the same class, turbo diesel engine with 6 speed automatic transmissions. view specs of the ssangyong actyon sports accessories: black leather seats, factory sports rims, side steps, rear deck cover, touch screen dvd, reverse camera/sensors, front bumper guard, fog lights.","[-0.14722559  0.00332513  0.6824414  ... -0.373979   -0.6615966
  0.23589435]"
1319491,Honda Civic 1.8A VTi-S (COE till 11/2028),honda,civic,stock engine and gearbox. well maintained unit with receipts. viewing by appointment basis. trade ins welcomed. viewing by appointment basis.,2008.0,,05-nov-2008,mid-sized sedan,coe car,auto,1219.0,103.0,,1799.0,6.0,13670.0,32121,1467.0,13605.0,,24242.0,24242.0,,,uncategorized,"honda i-vtec engine, automatic transmission, front wheel drive, climatic air conditioning, digital speedometer, srs airbags, abs. view specs of the honda civic","upgraded bodykit, sports seats, coilovers, sports rims, upgraded brembo brakes and lta approved exhaust.",,57888.0,"title: Honda Civic 1.8A VTi-S (COE till 11/2028) make: honda model: civic features: honda i-vtec engine, automatic transmission, front wheel drive, climatic air conditioning, digital speedometer, srs airbags, abs. view specs of the honda civic accessories: upgraded bodykit, sports seats, coilovers, sports rims, upgraded brembo brakes and lta approved exhaust.","[-0.44464153 -0.08008353  0.61966556 ... -0.24349566 -0.78146833
  0.08816831]"
1326700,Mercedes-Benz CLA-Class CLA180 Shooting Brake,mercedes-benz,cla180,"the mercedes-benz cla180 shooting brake is a sleek compact wagon with a 1.6l inline-4 turbo engine producing 120 hp. it features a 7-speed automatic dct and front-wheel drive. inside, enjoy artico leather upholstery, a 7-inch infotainment system, and 495 liters of cargo space. it's the perfect blend of style and practicality. experience it today--schedule your test drive now!",2016.0,,12-aug-2016,stationwagon,"parf car, premium ad car",auto,1460.0,90.0,,1595.0,2.0,16510.0,53000,740.0,27283.0,112638.0,31065.0,30491.0,,,uncategorized,"1.6l turbocharged inline-4 cylinder engine, 120 horsepower, 7-speed automatic dct , fwd, 0-100 in about 9 seconds, bi-xenon headlights and mor view specs of the mercedes-benz cla-class shooting brake","factory fitted 7 inch display, bluetooth connectivity, artico leather upholstery, dual zone climate control, adaptive brake system and more!",,48000.0,"title: Mercedes-Benz CLA-Class CLA180 Shooting Brake make: mercedes-benz model: cla180 features: 1.6l turbocharged inline-4 cylinder engine, 120 horsepower, 7-speed automatic dct , fwd, 0-100 in about 9 seconds, bi-xenon headlights and mor view specs of the mercedes-benz cla-class shooting brake accessories: factory fitted 7 inch display, bluetooth connectivity, artico leather upholstery, dual zone climate control, adaptive brake system and more!","[-0.46455646 -0.16938293  0.5923393  ... -0.52412647 -0.5561001
  0.17662604]"
1308267,Honda Odyssey 2.4A EXV-S Navi Res Sunroof,honda,e,0,2015.0,,14-dec-2015,mpv,"parf car, premium ad car, low mileage car",auto,1855.0,129.0,,2356.0,2.0,20010.0,57501,1630.0,25993.0,70000.0,28300.0,31620.0,,,uncategorized,"2.4l 4 cylinders inline dohc i-vtec engine, smooth cvt transmission, 172bhp, paddle shifters, cruise control, keyless entry/start. view specs of the honda odyssey","sunroof, driver electric seat, sport rim, dual auto sliding door, auto rain sensor, parking cam/sensor, hdmi/bt/usb, rear aircon, knockdown rear seat.",,45800.0,"title: Honda Odyssey 2.4A EXV-S Navi Res Sunroof make: honda model: e features: 2.4l 4 cylinders inline dohc i-vtec engine, smooth cvt transmission, 172bhp, paddle shifters, cruise control, keyless entry/start. view specs of the honda odyssey accessories: sunroof, driver electric seat, sport rim, dual auto sliding door, auto rain sensor, parking cam/sensor, hdmi/bt/usb, rear aircon, knockdown rear seat.","[-0.48290497  0.14926688  0.7662945  ... -0.39919224 -0.69564086
  0.02982363]"
1323742,BMW 5 Series 523i (COE till 10/2029),bmw,523i,"keyless entry, auto tailgate, paddle shift, sports mode and more. wear and tear has been replaced by owner with receipts. well taken care of by owner. flexible loan cater to each and every of your budget, high trade in value and more. call us for an appointment now!",2010.0,,31-may-2010,luxury sedan,coe car,auto,1650.0,150.0,,2497.0,6.0,14510.0,37502,2694.0,19594.0,177000.0,37893.0,37893.0,,,uncategorized,bmw inline-6cyl 2.5l with 8 speed a/t gearbox. view specs of the bmw 523i,"full m5 bodykit, m4 carbon steering, bcbr coilover, brembo 6 pot brake kit, custom exhaust valve, gts front rear lamps and more.",,75800.0,"title: BMW 5 Series 523i (COE till 10/2029) make: bmw model: 523i features: bmw inline-6cyl 2.5l with 8 speed a/t gearbox. view specs of the bmw 523i accessories: full m5 bodykit, m4 carbon steering, bcbr coilover, brembo 6 pot brake kit, custom exhaust valve, gts front rear lamps and more.","[-0.42719328 -0.03669372  0.9916151  ... -0.24671812 -0.5698398
  0.45680875]"
1228430,Rolls-Royce Wraith 6.6A,rolls-royce,wraith,"the 2018 rolls-royce wraith onyx edition is a statement of automotive excellence. it combines timeless design, handcrafted luxury, and powerful performance to create a vehicle that caters to the most discerning of customers. this limited edition variant further elevates the wraith's exclusivity and allure. whatsapp or call us to arrange for a viewing strictly via appointment only.",2018.0,22-may-2018,30-apr-2021,sports car,"imported used vehicle, parf car, rare & exotic, low mileage car",auto,2435.0,465.0,,6592.0,1.0,,52309,8004.0,,8000.0,333792.0,572826.0,,,uncategorized,powerful 6.6l v12 twin turbo charged engine producing 630bhp and 800nm of torque mated to 8 speed gearbox. 0-100km/h in 4.2 seconds.,"rr monogram to all headrest, comfort entry system, ventilated seats, front massage seats, coloured steering wheel in consort red.",,1280000.0,"title: Rolls-Royce Wraith 6.6A make: rolls-royce model: wraith features: powerful 6.6l v12 twin turbo charged engine producing 630bhp and 800nm of torque mated to 8 speed gearbox. 0-100km/h in 4.2 seconds. accessories: rr monogram to all headrest, comfort entry system, ventilated seats, front massage seats, coloured steering wheel in consort red.","[-0.24120197  0.01510908  0.5518863  ... -0.45038047 -0.5839219
  0.1258032 ]"
1319901,Honda N-Van Turbo Style Fun Honda Sensing,honda,n-van,well-maintained by owner! regularly serviced by reputable workshop! balance 2 more free servicing packages! accident free! as good as brand new! pristine condition inside/out! reliable & fuel efficient! low-maintenance cost! suitable for both leisure & business usage! spacious cabin/boot space! strictly by appointment basis! hurry now! contact us for a viewing & test drive!,2022.0,,29-apr-2022,van,-,auto,940.0,,petrol,658.0,2.0,8620.0,31569,,24364.0,33000.0,18213.0,911.0,,28-apr-2042,uncategorized,"3 cylinders turbocharged engine producing 63bhp, front wheel drive, cvt transmission, abs, airbags, eco mode. honda sensing. view specs of the honda n-van petrol","pioneer bt media player, keyless entry and start/stop, front & rear dashcams, reverse camera, retractable mirror, solar films. knockdown rear seats.",,66500.0,"title: Honda N-Van Turbo Style Fun Honda Sensing make: honda model: n-van features: 3 cylinders turbocharged engine producing 63bhp, front wheel drive, cvt transmission, abs, airbags, eco mode. honda sensing. view specs of the honda n-van petrol accessories: pioneer bt media player, keyless entry and start/stop, front & rear dashcams, reverse camera, retractable mirror, solar films. knockdown rear seats.","[-0.31382304 -0.28225735  0.46182838 ... -0.50991505 -0.624208
 -0.29733992]"
1311717,Honda Odyssey 2.4A (COE till 09/2027),honda,odyssey,comes with warranty. full service done.,2007.0,,19-sep-2007,mpv,"coe car, premium ad car, low mileage car",auto,1648.0,118.0,,2354.0,3.0,12520.0,50355,2442.0,16003.0,138000.0,27994.0,30794.0,,,uncategorized,"2.4l k24a 4 cylinders inline dohc i-vtec, 5 speed auto, abs, 2 airbags, cruise control, auto headlight, knockdown rear seats. view specs of the honda odyssey","cruise control, touchscreen audio, reverse camera and sensor, multi function steering controls.",,39800.0,"title: Honda Odyssey 2.4A (COE till 09/2027) make: honda model: odyssey features: 2.4l k24a 4 cylinders inline dohc i-vtec, 5 speed auto, abs, 2 airbags, cruise control, auto headlight, knockdown rear seats. view specs of the honda odyssey accessories: cruise control, touchscreen audio, reverse camera and sensor, multi function steering controls.","[-0.26767308  0.17016813  0.85811955 ... -0.29974416 -0.71526515
  0.29584754]"
1303410,Peugeot Partner 1.6A HDi,peugeot,partner,700,2017.0,,19-jun-2018,van,premium ad car,auto,1460.0,,diesel,1560.0,2.0,8430.0,30280,,12145.0,,20290.0,1015.0,,18-jun-2038,uncategorized,brand new white paintworks. view specs of the peugeot partner,,,33800.0,title: Peugeot Partner 1.6A HDi make: peugeot model: partner features: brand new white paintworks. view specs of the peugeot partner accessories: ,"[-0.24228415 -0.106929    0.8263721  ... -0.8005965  -0.7695378
  0.13730243]"
1302614,Mitsubishi ASX 2.0A,mitsubishi,asx,1 owner only with full original paint and cycle agent service record! free warranty and servicing given upon handing over. interest as low as 2.28%. hassle free yet fast approval. trade in available. call/whatsapp the below 2 sales handphone number now for viewing or discussion.,2016.0,,26-oct-2016,suv,"parf car, premium ad car",auto,1355.0,110.0,,1998.0,1.0,14090.0,55501,1210.0,24532.0,,19041.0,19041.0,,,uncategorized,we have wide range of vehicle to view from. give us a chance to serve you better and experience. view specs of the mitsubishi asx,,,42800.0,title: Mitsubishi ASX 2.0A make: mitsubishi model: asx features: we have wide range of vehicle to view from. give us a chance to serve you better and experience. view specs of the mitsubishi asx accessories: ,"[-0.19288525  0.05178719  0.7188359  ... -0.7385881  -0.91077816
  0.0866629 ]"
1297331,Porsche Cayenne 3.6A Tip (COE till 04/2031),porsche,cayenne,3,2011.0,,10-aug-2011,suv,"coe car, premium ad car",auto,2105.0,220.0,,3598.0,3.0,18760.0,47316,4319.0,32538.0,169407.0,78628.0,78628.0,,,uncategorized,"porsche v6 3.6l engine, 8 speed tiptronic, awd, srs, climatic a/c, auto headlights, rain sensors, auto tailgate, view specs of the porsche cayenne","as per factory intended. premium leather interior, sport rims, multi function steering, parking sensors with rear camera, electric seats.",,128998.0,"title: Porsche Cayenne 3.6A Tip (COE till 04/2031) make: porsche model: cayenne features: porsche v6 3.6l engine, 8 speed tiptronic, awd, srs, climatic a/c, auto headlights, rain sensors, auto tailgate, view specs of the porsche cayenne accessories: as per factory intended. premium leather interior, sport rims, multi function steering, parking sensors with rear camera, electric seats.","[-0.22328143 -0.1551125   0.800419   ... -0.48078468 -0.6359277
  0.21584705]"
1327751,BMW 5 Series 535i Sunroof (COE till 10/2030),bmw,535i,"cheapest in sg! 100% full loan, phv loan, lto scheme are available! we are sgcarmart premium dealer for 10 consecutive year since 2014! buy with confidence! in house loan or bank loan available! fast and easy loan approval! all our vehicles has undergone a 120 points check before purchase! no worries! warranty provided! open daily! including public holiday!",2011.0,,27-sep-2011,luxury sedan,coe car,auto,1775.0,225.0,,2979.0,6.0,13340.0,38216,3071.0,23725.0,,60785.0,60785.0,,,uncategorized,powerful 3.0l 6 cylinder inline twin turbocharged engine. producing 301bhp and 400nm of torque. 8 speed auto servotronic transmission. view specs of the bmw 5 series sedan,"upgraded brake kit, leather memories seats, carbon fibre steering wheel, keyless entry, start/stop function.",,82800.0,"title: BMW 5 Series 535i Sunroof (COE till 10/2030) make: bmw model: 535i features: powerful 3.0l 6 cylinder inline twin turbocharged engine. producing 301bhp and 400nm of torque. 8 speed auto servotronic transmission. view specs of the bmw 5 series sedan accessories: upgraded brake kit, leather memories seats, carbon fibre steering wheel, keyless entry, start/stop function.","[-0.3665998  -0.24018672  0.7778868  ... -0.60623324 -0.37137794
  0.09543141]"
1327356,Volkswagen Passat 1.8A TFSI Sunroof,volkswagen,passat,"one owner unit. high specs unit with sunroof and massage seats. reasonable mileage done. pristine condition mechanically and aesthetically. pre-purchase inspection at any location of your choosing available. warranty will be provided. non-consignment unit. please do kindly make an appointment before heading down to our showroom, thank you.",2016.0,,01-apr-2016,luxury sedan,"parf car, premium ad car",auto,1480.0,132.0,,1798.0,1.0,14400.0,50089,976.0,25150.0,107529.0,31415.0,30981.0,,,uncategorized,view specs of the volkswagen passat,,,38800.0,title: Volkswagen Passat 1.8A TFSI Sunroof make: volkswagen model: passat features: view specs of the volkswagen passat accessories: ,"[-0.14730518 -0.06093284  0.9297804  ... -0.91273874 -0.8102854
  0.14063743]"
1261922,BMW M2 Coupe Competition,bmw,m2,as good as brand new. perfect condition. accident free. no scratches and no dents. superb handling. owner selling to upgrade. warranty with mbm wheelpower until august 2026. trade in most welcomed. viewing strictly by appointment.,2020.0,,01-aug-2023,sports car,"parf car, rare & exotic, almost new car, low mileage car",auto,1650.0,302.0,,2979.0,1.0,34120.0,118001,2362.0,159034.0,650.0,50701.0,68332.0,,,uncategorized,3.0l m twin turbocharged engine coupled with 7speed m dct transmission. keyless entry/start&stop. park assist. cruise control. harmon kardon. view specs of the bmw m2,stock condition. multifunction m steering wheel. dual climate control. paddle shifters. auto headlights/wiper. original m2 competition rims.,,345800.0,title: BMW M2 Coupe Competition make: bmw model: m2 features: 3.0l m twin turbocharged engine coupled with 7speed m dct transmission. keyless entry/start&stop. park assist. cruise control. harmon kardon. view specs of the bmw m2 accessories: stock condition. multifunction m steering wheel. dual climate control. paddle shifters. auto headlights/wiper. original m2 competition rims.,"[-0.2562098  -0.24833928  0.80610216 ... -0.8378439  -0.5293112
 -0.00810841]"
1220223,BMW 8 Series 840i Gran Coupe M-Sport,bmw,840i,142816,2020.0,23-jun-2020,07-jun-2023,luxury sedan,"imported used vehicle, parf car",auto,1875.0,250.0,,2998.0,1.0,,118990,2384.0,,17000.0,82130.0,142816.0,,,uncategorized,"bmw 6 cylinder b58 inline twinpower turbocharged, 8 speeds, 335bhp at 500nm, 0-100km in 5.2 seconds, dynamic drive control.","m-sports plus package, harmon kardon surround sound system, adaptive m-sports suspension, adaptive led headlights, heads up display, kick boot.",,358800.0,"title: BMW 8 Series 840i Gran Coupe M-Sport make: bmw model: 840i features: bmw 6 cylinder b58 inline twinpower turbocharged, 8 speeds, 335bhp at 500nm, 0-100km in 5.2 seconds, dynamic drive control. accessories: m-sports plus package, harmon kardon surround sound system, adaptive m-sports suspension, adaptive led headlights, heads up display, kick boot.","[-0.46727598 -0.08732329  0.84419405 ... -0.54217196 -0.54629165
  0.05242491]"
1325743,Honda Civic 1.6A VTi,,civic,"well known for it's stylish external design, excellent driving dynamics, comfortable interior space and come with enormous boot space. full stock condition without any messy mods. clean and smoke-free interior cabin. flexible loan options available. trade-in and pre-purchase check welcome. for viewing or test-drive, please contact our sales in-charge below for arrangement.",2018.0,,03-apr-2018,mid-sized sedan,"parf car, premium ad car",auto,1249.0,92.0,,1597.0,1.0,14530.0,41400,742.0,27906.0,106000.0,19724.0,19724.0,,,uncategorized,"powered by 1.6l i-vtec engine producing 123bhp and 151nm torque mated to earth dreams cvt transmission, paddle shifters, keyless entry and start/stop. view specs of the honda civic","sports rims, leather seats, multi function steering control, cruise control, factory fitted audio with bluetooth, carplay, retractable side mirrors.",,62800.0,"title: Honda Civic 1.6A VTi make:  model: civic features: powered by 1.6l i-vtec engine producing 123bhp and 151nm torque mated to earth dreams cvt transmission, paddle shifters, keyless entry and start/stop. view specs of the honda civic accessories: sports rims, leather seats, multi function steering control, cruise control, factory fitted audio with bluetooth, carplay, retractable side mirrors.","[-0.25035754  0.09922642  0.8542685  ... -0.535014   -0.67228585
  0.08056639]"
1332231,Lexus RX350H Hybrid Luxury,lexus,rx,"3+2 years agent warranty! experience unmatched luxury and performance. its sleek design, spacious interior, and advanced features make every journey a delight. indulge in refined comfort, cutting-edge technology, and a smooth, quiet ride. the rx350h is more than just a car, it's a statement of sophistication. contact us now, to view this beauty today!",2023.0,,31-oct-2023,suv,"parf car, almost new car, low mileage car, hybrid cars",auto,1960.0,184.0,petrol-electric,2487.0,1.0,34670.0,150001,1784.0,180001.0,8000.0,73915.0,120788.0,,,uncategorized,"2.5 liter inline four engine with a powerful, self charging electric motor to deliver 247 horsepower with maximum fuel efficiency. view specs of the lexus rx 350h hybrid",bridgestone tyres.,,377800.0,"title: Lexus RX350H Hybrid Luxury make: lexus model: rx features: 2.5 liter inline four engine with a powerful, self charging electric motor to deliver 247 horsepower with maximum fuel efficiency. view specs of the lexus rx 350h hybrid accessories: bridgestone tyres.","[-0.33609325 -0.03903422  0.7300669  ... -0.81886256 -0.64882106
  0.08695257]"
1156237,Peugeot 504 1.8M GR (COE till 05/2031),peugeot,504,"famed for its rugged build, excellent and class leading comfort and a four speed, very manual gearbox meant that every journey was memorable with habitually solid handling. the 504 was an international ambassador for strength, reliability and longevity with large herds still running the plains of africa as a bush taxi with over 3 million made in total. go research and see why it continues to shine",1981.0,01-jan-1981,12-nov-2022,mid-sized sedan,"imported used vehicle, coe car, rare & exotic, vintage cars",manual,1140.0,59.0,,1796.0,2.0,,10766,280.0,9058.0,,3613.0,3613.0,,,uncategorized,"easy going manner, simple interior, rugged good looks and neither airs nor graces. come seat in one of the most comfortable leather seats by peugeot","fine engineering, contemporary pininfarina style, excellent build quality and superb longevity and durability. i'd argue it is the definitive peugeot",,49888.0,"title: Peugeot 504 1.8M GR (COE till 05/2031) make: peugeot model: 504 features: easy going manner, simple interior, rugged good looks and neither airs nor graces. come seat in one of the most comfortable leather seats by peugeot accessories: fine engineering, contemporary pininfarina style, excellent build quality and superb longevity and durability. i'd argue it is the definitive peugeot","[-0.3531351  -0.27254662  0.5708142  ... -0.4943152  -0.6951897
 -0.18782291]"
1323246,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,honda,freed,"very low mileage done at 37,983 km only! 1 owner! fully serviced and very well maintained by previous owner with 100% no additional repairs required or any existing wear & tear issues. the highest specs model with honda sensing equipped. original pearl white paintwork with clean & neat non smoking hermes style leather interior. view to appreciate, car at showroom now. call or text us for viewing!",2019.0,,29-aug-2019,mpv,"parf car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,1430.0,101.0,petrol-electric,1496.0,1.0,16990.0,38602,682.0,34524.0,37983.0,27173.0,20043.0,,,uncategorized,we don't do gimmicks! we are premium preowned used car dealer with over hundreds of genuine 5 stars facebook reviews with true efforts and hard work! view specs of the honda freed hybrid,"pioneer bt player,apple/android carplay reverse sensor, leather upholstery seat, retractable mirrors,multi function steering,keyless entry/start/stop.",,95800.0,"title: Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing make: honda model: freed features: we don't do gimmicks! we are premium preowned used car dealer with over hundreds of genuine 5 stars facebook reviews with true efforts and hard work! view specs of the honda freed hybrid accessories: pioneer bt player,apple/android carplay reverse sensor, leather upholstery seat, retractable mirrors,multi function steering,keyless entry/start/stop.","[-0.57996494 -0.14699699  0.5738829  ... -0.6764626  -0.49541938
  0.10819206]"
1307235,Porsche Cayenne 3.6A Tip,porsche,cayenne,2,2015.0,,04-feb-2016,suv,"parf car, premium ad car",auto,2115.0,220.0,,3598.0,3.0,40090.0,59889,3322.0,76913.0,146053.0,83334.0,122002.0,,,uncategorized,"powerful 3.6l v6 engine producing 295bhp, 400nm of torque. 8 speed  tiptronic s transmission. 0-100km/h in 7.6sec, top speed of 230km/h. view specs of the porsche cayenne","21"" sports rims, keyless entry/start, reverse camera/sensors, electric memory seats/tailgate, upgraded android player with reverse cam, bose system.",,126688.0,"title: Porsche Cayenne 3.6A Tip make: porsche model: cayenne features: powerful 3.6l v6 engine producing 295bhp, 400nm of torque. 8 speed  tiptronic s transmission. 0-100km/h in 7.6sec, top speed of 230km/h. view specs of the porsche cayenne accessories: 21"" sports rims, keyless entry/start, reverse camera/sensors, electric memory seats/tailgate, upgraded android player with reverse cam, bose system.","[-0.3341333  -0.23605002  0.5997897  ... -0.5157518  -0.5316202
  0.25396103]"
1156588,Honda CR-V 2.4A Sunroof,honda,cr-v,0,2016.0,,06-apr-2016,suv,parf car,auto,1574.0,140.0,,2354.0,3.0,15870.0,46502,1628.0,27206.0,86000.0,30143.0,34201.0,,,uncategorized,"responsive 187bhp, dohc i-vtec engine, smooth 5 speed auto transmission, paddle shifter, srs, abs, tc, push start, cruise control, sunroof. keyless. view specs of the honda cr-v","premium upholstery leather, upgraded 17"" sport rims, factory fitted audio system, high grade solar films, reverse sensor/camera, spacious boot space.",,45800.0,"title: Honda CR-V 2.4A Sunroof make: honda model: cr-v features: responsive 187bhp, dohc i-vtec engine, smooth 5 speed auto transmission, paddle shifter, srs, abs, tc, push start, cruise control, sunroof. keyless. view specs of the honda cr-v accessories: premium upholstery leather, upgraded 17"" sport rims, factory fitted audio system, high grade solar films, reverse sensor/camera, spacious boot space.","[-0.31128222  0.08309333  0.7708117  ... -0.5032491  -0.61229783
  0.07792896]"
1308735,Subaru Impreza 1.6M (COE till 09/2027),subaru,impreza,,2007.0,,19-sep-2007,mid-sized sedan,"coe car, premium ad car",manual,1260.0,70.0,,1597.0,5.0,13130.0,44081,1113.0,14372.0,,10074.0,11082.0,,,uncategorized,view specs of the subaru impreza sedan,,,42800.0,title: Subaru Impreza 1.6M (COE till 09/2027) make: subaru model: impreza features: view specs of the subaru impreza sedan accessories: ,"[-0.22420013 -0.0071021   0.9494931  ... -0.9594562  -0.87375844
  0.2368157 ]"
1285480,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line,mercedes-benz,amg,"priority viewing locations avail.toa payoh, ubi, carros for your preference. best deal with 1year comprehensive warranty for peace of mind! all trade in are welcomed! flexible in house/bank loans schemes available to tailor your financial needs! offer interest rate from 2.78%! no hidden cost/gimmicks! hurry, contact us now to make a appointment to view this meticulous condition c200! strictly by",2018.0,,13-sep-2019,luxury sedan,"parf car, hybrid cars",auto,1505.0,145.0,petrol-electric,1497.0,2.0,22160.0,39400,684.0,57112.0,60000.0,42178.0,51050.0,,,uncategorized,"1.5l 4 cylinder mild hybrid turbocharged engine mated to 9 speed transmission, producing 194bhp and 280nm of torque. view specs of the mercedes-benz c-class saloon mild hybrid","amg rims, factory fitted audio system, apple carplay and android auto, digital instrument panel, f&b recorder, electric seat.",,141800.0,"title: Mercedes-Benz C-Class C200 Mild Hybrid AMG Line make: mercedes-benz model: amg features: 1.5l 4 cylinder mild hybrid turbocharged engine mated to 9 speed transmission, producing 194bhp and 280nm of torque. view specs of the mercedes-benz c-class saloon mild hybrid accessories: amg rims, factory fitted audio system, apple carplay and android auto, digital instrument panel, f&b recorder, electric seat.","[-0.24947225 -0.07175654  0.62903047 ... -0.55956006 -0.5038678
  0.01656678]"
